product_id,product_url,product_name,product_img,product_price,product_overall_rating,user_name,review_url,review_rating,clean_text,aspect_sentiments,battery_score,camera_score,display_score,performance_score,storage_score,design_score,price_score,sound_score
B0CMDMKQB7,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDMKQB7/ref=sr_1_1?crid=3OHE6MR44SP1H&dib=eyJ2IjoiMSJ9.IZYGI3At_rIEyForrupa5IE5t3-CpMT0YhWVzSyS99k3CBgBUPQxeKXh7YeFDIdx-uuwNvmtwTYyQys8XVe1B_6WaiR7n-Vsgl2doXXMyfV4XJRD7o2759xMIocBjIeP3zRBccQqcNwPcOT6MMTGLNfUZ6DBR3qeGDanWsK-MzOgufmNzmbrAkCVESLIb0PSvmaV7QlFQDzG5Z6eVqTfm_VewpoQjb7w_fgRKnEDCagxnTnsQlUkMCrha-DipIK1VJq3b_zvqbh6TKrQ8REeryYopeldNOVeyKhsqc40yniqQ66HjBT7mweqxU3LAvr8c4nXVY8Ni2MpP8wLVnps8R1wSB4E8wALvU0LLxgTfRY.mugPEI6byYRZCqR4z1aP5lqGk9e0ahDO8K5VVH-eong&dib_tag=se&keywords=smart+phone&qid=1734370158&refinements=p_n_feature_forty-one_browse-bin%3A119653281011&rnid=119653280011&s=wireless&sprefix=%2Caps%2C284&sr=1-1,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UY218_.jpg,"$1,169.99",4.5,Carl,https://www.amazon.com/gp/customer-reviews/R3EE5PWHVDO9CF/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CMDMKQB7,5.0,"great phone with tons of features!. i've had the samsung galaxy s24 128gb marble grey model for about a month now, and it's done everything it's supposed to and more. it was easily unlockable out of the box, as i simply popped my sim card in and it worked like a charm. i upgraded from an old s10, so there are so many improvements across the board that it's a night and day difference. battery life is really good and can easily last a full day of moderate to heavy usage, and gaming is top notch with no overheating, although it does get warm but that's to be expected. the cameras are incredible and very versatile, and the video stabilization is practically as good as it can be. i struggle to find anything i don't like about this phone to be honest, as there's no glaring issues at all. the screen has really good colors and sharpness, and doesn't even have a single scratch on it despite having been in my pocket for a month and even being dropped once, so durability is excellent. everything just works as it should and with very fast performance too, so it's an excellent phone that i would highly recommend, especially on a deal.","{'battery': {'score': np.float64(0.5), 'count': 1, 'sentiment': 'positive'}, 'camera': {'score': np.float64(1.0), 'count': 1, 'sentiment': 'positive'}, 'display': {'score': np.float64(1.0), 'count': 1, 'sentiment': 'positive'}, 'performance': {'score': np.float64(0.5), 'count': 1, 'sentiment': 'positive'}, 'storage': {'score': np.float64(1.0), 'count': 1, 'sentiment': 'positive'}}",0.5,1.0,1.0,0.5,1.0,,,
B0CMDMKQB7,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDMKQB7/ref=sr_1_1?crid=3OHE6MR44SP1H&dib=eyJ2IjoiMSJ9.IZYGI3At_rIEyForrupa5IE5t3-CpMT0YhWVzSyS99k3CBgBUPQxeKXh7YeFDIdx-uuwNvmtwTYyQys8XVe1B_6WaiR7n-Vsgl2doXXMyfV4XJRD7o2759xMIocBjIeP3zRBccQqcNwPcOT6MMTGLNfUZ6DBR3qeGDanWsK-MzOgufmNzmbrAkCVESLIb0PSvmaV7QlFQDzG5Z6eVqTfm_VewpoQjb7w_fgRKnEDCagxnTnsQlUkMCrha-DipIK1VJq3b_zvqbh6TKrQ8REeryYopeldNOVeyKhsqc40yniqQ66HjBT7mweqxU3LAvr8c4nXVY8Ni2MpP8wLVnps8R1wSB4E8wALvU0LLxgTfRY.mugPEI6byYRZCqR4z1aP5lqGk9e0ahDO8K5VVH-eong&dib_tag=se&keywords=smart+phone&qid=1734370158&refinements=p_n_feature_forty-one_browse-bin%3A119653281011&rnid=119653280011&s=wireless&sprefix=%2Caps%2C284&sr=1-1,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UY218_.jpg,"$1,169.99",4.5,Adrian,https://www.amazon.com/gp/customer-reviews/R8WT3QJW9GBSD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CMDMKQB7,5.0,"the perfect phone that doesn't come cheap. pleeeeease people, stop complaining about the display and things like that, the display is just amazing!!by looking at the low rating of the item, i was really impatient to recieve my device and finally write the review about it. i pre-ordered the s24 ultra in violet color, 512gb version, and want to note that everything was fair as expected - i got the 512gb version at the price of 256gb one, and also 200$ amazon gift, which is a non-redeemable gift that works as a single time -200$ to your purchases from amazon, that you can use within approximately 5 or 6 months.next about the device - it's really beautiful! i really love everything about it, the size, the flat screen, the back cover and cameras - design-wise this is a beauty.it has lot's of nice and fun features to play with, it's my second day of usage and i still have ai features to test, camera capabilities to check out, etc. and the s pen - this is my first ever samsung phone, and i really got used to it, and to be honest - it's sometimes a lot more comfortable to use the s pen instead of your fingers. some things in life are really designed to be accomplished with a pen and paper, this phone covers that need!the sound and speakers are veeery loud, i mean my whole office can hear my incoming notifications lol, and the quality of music listening, video watching, etc. - really nice.i still have to find out all of the capabilities of the camera, this is a separate big topic, but so far i can confirm what lot's of reviewers have already talked about - the normal photo taking is great, selfies look really amazing for a front camera, the zoom is fantastic with really good details, night mode results in bright as day photos (although a bit noisy) and video shooting is also nice with different mods.the os is very nice and really sophisticated to say the least, i mean you can connect the device to a monitor, mouse and keyboard via some 5-in-1 anker for example, and here you just got yourself a laptop with the size of a phone. oneui is really the most rich software i've used so far, and before using it i was skeptical if i'd like it or not, but i'm really getting used to it, and the features like multitasking in a true desktop way on the phone - this is something else (not the dex, just phone multi window usage, that's awesome).the battery is nice, maybe i expected something more by viewing some reviews with almost 20 hours of screen time or so, but really it's fine for a day of usage with qhd resolution, adaptive brightness, and app and ai usage during the whole day.the only disadvantages i want to mention are the price tag that is high (let's be honest) and the box contents, i mean why copy bad stuff from apple and not include at least a small charging brick in the box? this is really uncool, especially within that price.i started with the display, but want to finish talking about it as well, it's huge, and i really like it, the corners are sharp-ended, but that gives you the advantage of viewing a non-cropped-out content, the resolution, the brightness, refresh rate... the display is a killer really, i really don't get the people that complain about the color, or perform some tests on the device, etc.... no need.overall i'm really happy with my purchase, this is a great phone i can recommend to any software and hardware enthusiasts like me, and maybe to iphone users as well, to come out of the box and see that there are other great phones out there in the world that can totally kill any iphone with all the features and stuff you get.","{'battery': {'score': np.float64(0.25), 'count': 2, 'sentiment': 'positive'}, 'camera': {'score': np.float64(0.8333333333333334), 'count': 3, 'sentiment': 'positive'}, 'display': {'score': np.float64(0.8333333333333334), 'count': 3, 'sentiment': 'positive'}, 'storage': {'score': np.float64(0.5), 'count': 1, 'sentiment': 'positive'}, 'design': {'score': np.float64(1.0), 'count': 2, 'sentiment': 'positive'}, 'price': {'score': np.float64(0.5), 'count': 3, 'sentiment': 'positive'}, 'sound': {'score': np.float64(1.0), 'count': 1, 'sentiment': 'positive'}}",0.25,0.8333333333333334,0.8333333333333334,,0.5,1.0,0.5,1.0
B0CMDMKQB7,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDMKQB7/ref=sr_1_1?crid=3OHE6MR44SP1H&dib=eyJ2IjoiMSJ9.IZYGI3At_rIEyForrupa5IE5t3-CpMT0YhWVzSyS99k3CBgBUPQxeKXh7YeFDIdx-uuwNvmtwTYyQys8XVe1B_6WaiR7n-Vsgl2doXXMyfV4XJRD7o2759xMIocBjIeP3zRBccQqcNwPcOT6MMTGLNfUZ6DBR3qeGDanWsK-MzOgufmNzmbrAkCVESLIb0PSvmaV7QlFQDzG5Z6eVqTfm_VewpoQjb7w_fgRKnEDCagxnTnsQlUkMCrha-DipIK1VJq3b_zvqbh6TKrQ8REeryYopeldNOVeyKhsqc40yniqQ66HjBT7mweqxU3LAvr8c4nXVY8Ni2MpP8wLVnps8R1wSB4E8wALvU0LLxgTfRY.mugPEI6byYRZCqR4z1aP5lqGk9e0ahDO8K5VVH-eong&dib_tag=se&keywords=smart+phone&qid=1734370158&refinements=p_n_feature_forty-one_browse-bin%3A119653281011&rnid=119653280011&s=wireless&sprefix=%2Caps%2C284&sr=1-1,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UY218_.jpg,"$1,169.99",4.5,Sharke,https://www.amazon.com/gp/customer-reviews/RRL92WVBP7CLK/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CMDMKQB7,5.0,"a powerhouse with stunning display, sleek design and exceptional camera quality. i've been using the samsung galaxy s24 ultra for about two months now, and it's been a fantastic experience so far. from the start, everything about this phone has impressed me. the display is sharp and vibrant, making streaming, browsing, and gaming a pleasure. the 200mp camera is remarkable, capturing details and colors even in low light, which is perfect for anyone who loves taking photos.performance-wise, it’s incredibly smooth; apps open quickly, multitasking is seamless, and the battery life can easily last a full day, even with heavy usage. i also appreciate the s pen, which adds extra functionality and makes note-taking super convenient.one thing to consider is that it’s a bit on the larger side, so if you’re used to smaller phones, it might take some getting used to. overall, the galaxy s24 ultra is a premium phone in every way, and i’d highly recommend it if you're looking for top-notch performance and a fantastic camera.","{'battery': {'score': np.float64(1.0), 'count': 2, 'sentiment': 'positive'}, 'camera': {'score': np.float64(1.0), 'count': 3, 'sentiment': 'positive'}, 'display': {'score': np.float64(1.0), 'count': 2, 'sentiment': 'positive'}, 'performance': {'score': np.float64(1.0), 'count': 1, 'sentiment': 'positive'}, 'design': {'score': np.float64(1.0), 'count': 2, 'sentiment': 'positive'}}",1.0,1.0,1.0,1.0,,1.0,,
B0CMDMKQB7,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDMKQB7/ref=sr_1_1?crid=3OHE6MR44SP1H&dib=eyJ2IjoiMSJ9.IZYGI3At_rIEyForrupa5IE5t3-CpMT0YhWVzSyS99k3CBgBUPQxeKXh7YeFDIdx-uuwNvmtwTYyQys8XVe1B_6WaiR7n-Vsgl2doXXMyfV4XJRD7o2759xMIocBjIeP3zRBccQqcNwPcOT6MMTGLNfUZ6DBR3qeGDanWsK-MzOgufmNzmbrAkCVESLIb0PSvmaV7QlFQDzG5Z6eVqTfm_VewpoQjb7w_fgRKnEDCagxnTnsQlUkMCrha-DipIK1VJq3b_zvqbh6TKrQ8REeryYopeldNOVeyKhsqc40yniqQ66HjBT7mweqxU3LAvr8c4nXVY8Ni2MpP8wLVnps8R1wSB4E8wALvU0LLxgTfRY.mugPEI6byYRZCqR4z1aP5lqGk9e0ahDO8K5VVH-eong&dib_tag=se&keywords=smart+phone&qid=1734370158&refinements=p_n_feature_forty-one_browse-bin%3A119653281011&rnid=119653280011&s=wireless&sprefix=%2Caps%2C284&sr=1-1,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UY218_.jpg,"$1,169.99",4.5,Cynthia,https://www.amazon.com/gp/customer-reviews/R3RFO0436KBTLQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CMDMKQB7,5.0,"fast and efficient. this phone is blazing fast, i can't believe how smoothly it runs. and the design is just gorgeous, so sleek and modern. setting it up was a breeze, i was up and running in minutes. the ai features are amazing. they make using the phone so much easier and more intuitive. overall, i'm absolutely in love with this phone!","{'design': {'score': np.float64(1.0), 'count': 1, 'sentiment': 'positive'}}",,,,,,1.0,,
B0CMDMKQB7,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDMKQB7/ref=sr_1_1?crid=3OHE6MR44SP1H&dib=eyJ2IjoiMSJ9.IZYGI3At_rIEyForrupa5IE5t3-CpMT0YhWVzSyS99k3CBgBUPQxeKXh7YeFDIdx-uuwNvmtwTYyQys8XVe1B_6WaiR7n-Vsgl2doXXMyfV4XJRD7o2759xMIocBjIeP3zRBccQqcNwPcOT6MMTGLNfUZ6DBR3qeGDanWsK-MzOgufmNzmbrAkCVESLIb0PSvmaV7QlFQDzG5Z6eVqTfm_VewpoQjb7w_fgRKnEDCagxnTnsQlUkMCrha-DipIK1VJq3b_zvqbh6TKrQ8REeryYopeldNOVeyKhsqc40yniqQ66HjBT7mweqxU3LAvr8c4nXVY8Ni2MpP8wLVnps8R1wSB4E8wALvU0LLxgTfRY.mugPEI6byYRZCqR4z1aP5lqGk9e0ahDO8K5VVH-eong&dib_tag=se&keywords=smart+phone&qid=1734370158&refinements=p_n_feature_forty-one_browse-bin%3A119653281011&rnid=119653280011&s=wireless&sprefix=%2Caps%2C284&sr=1-1,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UY218_.jpg,"$1,169.99",4.5,Karl,https://www.amazon.com/gp/customer-reviews/RTHVJ2XAR5IX4/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CMDMKQB7,5.0,"excellent camera, fast and responsive. love my new phone, it's sharp clean and full of features. smart switch makes it so easy to transfer data and the picture quality is superb","{'camera': {'score': np.float64(1.0), 'count': 1, 'sentiment': 'positive'}}",,1.0,,,,,,
B0CMDMKQB7,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDMKQB7/ref=sr_1_1?crid=3OHE6MR44SP1H&dib=eyJ2IjoiMSJ9.IZYGI3At_rIEyForrupa5IE5t3-CpMT0YhWVzSyS99k3CBgBUPQxeKXh7YeFDIdx-uuwNvmtwTYyQys8XVe1B_6WaiR7n-Vsgl2doXXMyfV4XJRD7o2759xMIocBjIeP3zRBccQqcNwPcOT6MMTGLNfUZ6DBR3qeGDanWsK-MzOgufmNzmbrAkCVESLIb0PSvmaV7QlFQDzG5Z6eVqTfm_VewpoQjb7w_fgRKnEDCagxnTnsQlUkMCrha-DipIK1VJq3b_zvqbh6TKrQ8REeryYopeldNOVeyKhsqc40yniqQ66HjBT7mweqxU3LAvr8c4nXVY8Ni2MpP8wLVnps8R1wSB4E8wALvU0LLxgTfRY.mugPEI6byYRZCqR4z1aP5lqGk9e0ahDO8K5VVH-eong&dib_tag=se&keywords=smart+phone&qid=1734370158&refinements=p_n_feature_forty-one_browse-bin%3A119653281011&rnid=119653280011&s=wireless&sprefix=%2Caps%2C284&sr=1-1,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UY218_.jpg,"$1,169.99",4.5,web walker,https://www.amazon.com/gp/customer-reviews/R1M3N6DI3GIN7J/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CMDMKQB7,4.0,"solid performing phone.. i was upgrading from s22 ultra on verizon. the upgrade went well. the difficult part of the process was samsung login, despite that i was able to complete changing to the s24 ultra. the easiest process from my old phone to the new phone was by cable. i did not like the color tones on the new phone. it is apparently more accurate but not as pleasing as previous models. with display adjustments it can be improved.i was interested in some of the ai enhancements as one of the reasons i updated.i did not find the performance notably different from my s22 ultra. the performance is good.i am satisfied with my purchase. the s25 ultra will likely be released early in 2025. you might want to review the new features and decide if the s25 ultra is more to your needs.","{'display': {'score': np.float64(0.5), 'count': 1, 'sentiment': 'positive'}}",,,0.5,,,,,
B0CMDMKQB7,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDMKQB7/ref=sr_1_1?crid=3OHE6MR44SP1H&dib=eyJ2IjoiMSJ9.IZYGI3At_rIEyForrupa5IE5t3-CpMT0YhWVzSyS99k3CBgBUPQxeKXh7YeFDIdx-uuwNvmtwTYyQys8XVe1B_6WaiR7n-Vsgl2doXXMyfV4XJRD7o2759xMIocBjIeP3zRBccQqcNwPcOT6MMTGLNfUZ6DBR3qeGDanWsK-MzOgufmNzmbrAkCVESLIb0PSvmaV7QlFQDzG5Z6eVqTfm_VewpoQjb7w_fgRKnEDCagxnTnsQlUkMCrha-DipIK1VJq3b_zvqbh6TKrQ8REeryYopeldNOVeyKhsqc40yniqQ66HjBT7mweqxU3LAvr8c4nXVY8Ni2MpP8wLVnps8R1wSB4E8wALvU0LLxgTfRY.mugPEI6byYRZCqR4z1aP5lqGk9e0ahDO8K5VVH-eong&dib_tag=se&keywords=smart+phone&qid=1734370158&refinements=p_n_feature_forty-one_browse-bin%3A119653281011&rnid=119653280011&s=wireless&sprefix=%2Caps%2C284&sr=1-1,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UY218_.jpg,"$1,169.99",4.5,A,https://www.amazon.com/gp/customer-reviews/R1L410CAD5KSY8/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CMDMKQB7,5.0,"wonderful phone. i just upgraded to this after having the samsung 8 for years. i love it. it holds a battery charge much longer than the old phone. it also charges much faster. it didn't come with a charger cord, but i had several and it uses them just fine.","{'battery': {'score': np.float64(1.0), 'count': 1, 'sentiment': 'positive'}}",1.0,,,,,,,
B0CMDMKQB7,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDMKQB7/ref=sr_1_1?crid=3OHE6MR44SP1H&dib=eyJ2IjoiMSJ9.IZYGI3At_rIEyForrupa5IE5t3-CpMT0YhWVzSyS99k3CBgBUPQxeKXh7YeFDIdx-uuwNvmtwTYyQys8XVe1B_6WaiR7n-Vsgl2doXXMyfV4XJRD7o2759xMIocBjIeP3zRBccQqcNwPcOT6MMTGLNfUZ6DBR3qeGDanWsK-MzOgufmNzmbrAkCVESLIb0PSvmaV7QlFQDzG5Z6eVqTfm_VewpoQjb7w_fgRKnEDCagxnTnsQlUkMCrha-DipIK1VJq3b_zvqbh6TKrQ8REeryYopeldNOVeyKhsqc40yniqQ66HjBT7mweqxU3LAvr8c4nXVY8Ni2MpP8wLVnps8R1wSB4E8wALvU0LLxgTfRY.mugPEI6byYRZCqR4z1aP5lqGk9e0ahDO8K5VVH-eong&dib_tag=se&keywords=smart+phone&qid=1734370158&refinements=p_n_feature_forty-one_browse-bin%3A119653281011&rnid=119653280011&s=wireless&sprefix=%2Caps%2C284&sr=1-1,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UY218_.jpg,"$1,169.99",4.5,Carolina R.,,5.0,"increíble diseño y teléfono. me encantó. nuevo, original y en empaque sellado. sin duda la serie galaxy de samsung es sinónimo de calidad y este diseño súper elegante. aún sigo extrañando el lector de huellas en la parte trasera antigüo. y también le añadiría un cargador para evitar posibles daños al equipo con otro.",{},,,,,,,,
B0CMDMKQB7,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDMKQB7/ref=sr_1_1?crid=3OHE6MR44SP1H&dib=eyJ2IjoiMSJ9.IZYGI3At_rIEyForrupa5IE5t3-CpMT0YhWVzSyS99k3CBgBUPQxeKXh7YeFDIdx-uuwNvmtwTYyQys8XVe1B_6WaiR7n-Vsgl2doXXMyfV4XJRD7o2759xMIocBjIeP3zRBccQqcNwPcOT6MMTGLNfUZ6DBR3qeGDanWsK-MzOgufmNzmbrAkCVESLIb0PSvmaV7QlFQDzG5Z6eVqTfm_VewpoQjb7w_fgRKnEDCagxnTnsQlUkMCrha-DipIK1VJq3b_zvqbh6TKrQ8REeryYopeldNOVeyKhsqc40yniqQ66HjBT7mweqxU3LAvr8c4nXVY8Ni2MpP8wLVnps8R1wSB4E8wALvU0LLxgTfRY.mugPEI6byYRZCqR4z1aP5lqGk9e0ahDO8K5VVH-eong&dib_tag=se&keywords=smart+phone&qid=1734370158&refinements=p_n_feature_forty-one_browse-bin%3A119653281011&rnid=119653280011&s=wireless&sprefix=%2Caps%2C284&sr=1-1,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UY218_.jpg,"$1,169.99",4.5,Danny,,5.0,"excelente equipo. excelente equipo, me llego en el tiempo establecido, bien empaquetado, cerrado y sellado de fábrica, por su puesto que es original y funciona exactamente, su funcionamiento es muy bueno, esta liberado para funcionar con cualquier operador a nivel nacional, tengo equipo para 3 años mínimo. saludos",{},,,,,,,,
B0CMDMKQB7,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDMKQB7/ref=sr_1_1?crid=3OHE6MR44SP1H&dib=eyJ2IjoiMSJ9.IZYGI3At_rIEyForrupa5IE5t3-CpMT0YhWVzSyS99k3CBgBUPQxeKXh7YeFDIdx-uuwNvmtwTYyQys8XVe1B_6WaiR7n-Vsgl2doXXMyfV4XJRD7o2759xMIocBjIeP3zRBccQqcNwPcOT6MMTGLNfUZ6DBR3qeGDanWsK-MzOgufmNzmbrAkCVESLIb0PSvmaV7QlFQDzG5Z6eVqTfm_VewpoQjb7w_fgRKnEDCagxnTnsQlUkMCrha-DipIK1VJq3b_zvqbh6TKrQ8REeryYopeldNOVeyKhsqc40yniqQ66HjBT7mweqxU3LAvr8c4nXVY8Ni2MpP8wLVnps8R1wSB4E8wALvU0LLxgTfRY.mugPEI6byYRZCqR4z1aP5lqGk9e0ahDO8K5VVH-eong&dib_tag=se&keywords=smart+phone&qid=1734370158&refinements=p_n_feature_forty-one_browse-bin%3A119653281011&rnid=119653280011&s=wireless&sprefix=%2Caps%2C284&sr=1-1,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UY218_.jpg,"$1,169.99",4.5,Amazon Customer,,5.0,so happy to receive what i was expecting. i wanted samsung s24 plus with 1 sim card and esim because i travel quite alot and with the esim i can afford good roaming packages that save money and does not need each time to install new physical sim.,{},,,,,,,,
